activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2020,2549005SIVTHG14U2905,35614,NY,36005,36005012901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,32,1,2,2,2,485000.0,60.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,805000,1,3,3,5,2,NA,264,47,9,10,2,,,,,5,,,,,2,4,2,21,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,2,1,6,,,,,4,9,,,4017,97.49,81800,37.57,51,332,29
2020,2549005SIVTHG14U2905,10580,NY,36091,36091062601,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,2,625000.0,80.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,785000,1,1,3,5,1,NA,540,<20%,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,35-44,9999,No,NA,2,1,6,,,,,9,,,,2472,9.47,99200,142.97,861,919,39
2020,2549005SIVTHG14U2905,35614,NY,36081,36081030904,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,2,0,2,1,1,1,2,2,2,535000.0,75.0,6.0,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,715000,1,3,3,5,1,NA,0,<20%,1,3,2,,,,,2,,,,,1,1,2,,,,,2,,,,,1,1,1,2,1,1,45-54,45-54,No,No,2,1,6,,,,,10,,,,3847,80.22,81800,116.67,373,1184,54
2020,2549005SIVTHG14U2905,35614,NY,36085,36085014606,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,2,325000.0,64.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,1260,<20%,3,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,1,1,6,,,,,9,,,,7325,13.17,81800,154.03,2051,2303,30
2020,2549005SIVTHG14U2905,35614,NY,36061,36061011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,32,1,2,2,2,555000.0,14.194,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,3875000,1,3,3,5,1,NA,180,50%-60%,9,10,2,,,,,5,,,,,1,4,2,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,2,1,6,,,,,9,,,,7456,19.7,81800,311.08,783,248,58
2020,2549005SIVTHG14U2905,35614,NY,36047,36047030800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,3,0,2,1,1,1,2,2,2,395000.0,75.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,525000,1,3,3,5,1,NA,0,<20%,1,10,2,,,,,5,,,,,1,4,2,,,,,8,,,,,1,4,2,5,1,4,55-64,9999,Yes,NA,2,1,6,,,,,9,,,,1898,32.61,81800,74.31,260,385,50
2020,2549005SIVTHG14U2905,99999,NY,36105,36105951600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,4,0,2,1,1,1,2,2,2,245000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,149,NA,9,9,1,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,25-34,25-34,No,No,1,1,6,,,,,10,,,,3196,27,67200,73.58,640,1801,40
2020,2549005SIVTHG14U2905,35004,NY,36059,36059517705,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,32,1,2,2,2,805000.0,24.242,5.615,2.219,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,3305000,1,1,3,5,1,NA,349,30%-<36%,3,2,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,55-64,55-64,Yes,Yes,2,1,6,,,,,10,,,,2710,20.96,126600,218.93,787,915,47
2020,2549005SIVTHG14U2905,35004,NY,36059,36059519300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,1,1,2,2,2,655000.0,80.0,5.115,1.754,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,815000,1,1,3,5,1,NA,362,37,1,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,2,1,1,1,45-54,45-54,No,No,2,1,6,,,,,10,,,,6064,54.19,126600,73.83,1458,2038,63
2020,2549005SIVTHG14U2905,35614,NY,36061,36061005600,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,2,0,2,1,31,1,2,2,2,3855000.0,49.045,5.75,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,7855000,1,3,3,5,1,NA,0,<20%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,2963,31.49,81800,328.63,541,42,76
2020,2549005SIVTHG14U2905,35004,NY,36059,36059406001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,2,0,2,1,1,1,2,2,2,375000.0,75.0,7.115,2.363,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,505000,1,1,3,5,1,NA,148,45,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,4908,35.02,126600,89.36,1112,1449,68
2020,2549005SIVTHG14U2905,35614,NY,36081,36081055100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Female,3,0,2,1,32,1,2,2,2,925000.0,75.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,1235000,1,3,3,5,3,NA,0,<20%,1,10,1,11,14,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,6,,,,,4,,,,4932,57.24,81800,71.07,146,359,76
2020,2549005SIVTHG14U2905,35614,NY,36081,36081061601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,31,1,2,2,2,225000.0,46.875,NA,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,1,2,2,485000,1,3,3,5,1,NA,85,43,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,6,,,,,3,,,,2384,99.54,81800,160.35,640,688,63
2020,2549005SIVTHG14U2905,35004,NY,36059,36059409800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,32,1,2,2,2,225000.0,50.0,NA,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,1,2,2,445000,1,3,3,5,1,NA,0,<20%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,2,1,6,,,,,4,3,,,5622,91.75,126600,96.69,1379,1612,63
2020,2549005SIVTHG14U2905,35614,NY,36119,36119008200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,585000.0,85.0,4.0,1.091,2,11380.72,NA,7260.74,5680.74,83.9,360,NA,NA,2,2,2,2,695000,1,1,3,5,2,NA,116,42,3,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,<25,No,No,1,1,1,,,,,10,,,,6710,37.76,81800,157.51,1848,2062,64
2020,2549005SIVTHG14U2905,35614,NY,36119,36119014804,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,355000.0,94.723,3.375,0.455,2,7623.87,NA,1580.0,,269.75,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,147,47,3,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,25-34,25-34,No,No,1,1,1,,,,,10,,,,7660,30.73,81800,179.77,2312,2662,51
2020,2549005SIVTHG14U2905,35004,NY,36059,36059517000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,2,2,2,515000.0,53.726,3.25,-0.286,2,12182.98,NA,9100.43,,9134.43,360,NA,NA,2,2,2,2,955000,1,1,3,5,1,NA,213,30%-<36%,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,55-64,9999,Yes,NA,2,1,1,,,,,10,,,,3415,19.06,126600,150.49,966,1223,52
2020,2549005SIVTHG14U2905,99999,NY,36031,36031961200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,305000.0,95.0,3.875,1.009,2,5475.86,NA,1580.0,,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,153,48,1,2,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,25-34,25-34,No,No,1,1,1,,,,,10,,,,5010,2.4,67200,113.61,1501,2607,61
2020,2549005SIVTHG14U2905,35614,NY,36081,36081129102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,2,2,505000.0,55.556,3.0,NA,2,794659.0,NA,2775.0,2695.0,,180,NA,NA,2,2,2,2,905000,1,1,3,5,1,NA,147,47,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,3578,42.26,81800,157.26,1129,990,64
2020,2549005SIVTHG14U2905,10580,NY,36001,36001013000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,175000.0,95.0,2.875,0.763,2,7426.54,NA,4453.13,,1962.25,180,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,144,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,6870,6.06,99200,79.18,1868,2569,52
2020,2549005SIVTHG14U2905,10580,NY,36091,36091062501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,2,2,385000.0,72.264,3.5,0.351,2,8075.83,NA,5830.0,,6309.75,360,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,168,38,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,55-64,9999,No,NA,2,1,1,,,,,10,,,,5057,9.51,99200,143.12,1762,1904,35
2020,2549005SIVTHG14U2905,35004,NY,36103,36103146106,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,2,2,265000.0,63.51,3.625,0.43,2,4878.81,NA,2495.28,1000.28,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,74,42,1,2,1,11,,,,1,11,,,,2,2,5,,,,,5,,,,,1,1,1,2,1,1,45-54,45-54,No,No,1,1,1,,,,,10,,,,4267,81.44,126600,89.73,695,884,48
2020,2549005SIVTHG14U2905,39100,NY,36027,36027221001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,31,1,2,2,2,215000.0,85.6,3.875,1.331,2,4680.34,NA,1580.0,,124.12,180,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,145,30%-<36%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,1,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,3650,25.1,100400,117.96,1513,1587,55
2020,2549005SIVTHG14U2905,35614,NY,36047,36047053100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,405000.0,45.714,3.125,NA,2,14980.0,NA,11015.0,2020.0,,360,NA,NA,2,2,2,2,875000,1,3,3,5,1,NA,747,<20%,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,8924,4.85,81800,47.2,379,643,16
2020,2549005SIVTHG14U2905,10580,NY,36001,36001013902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,1,2,2,2,195000.0,95.0,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,69,47,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,25-34,9999,No,NA,2,1,1,,,,,5,,,,5373,16.12,99200,110.56,1608,2016,52
2020,2549005SIVTHG14U2905,35614,NY,36047,36047054500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,485000.0,32.267,3.125,NA,2,1167488.0,NA,768388.0,184888.0,,360,NA,NA,2,2,2,2,1505000,1,3,3,5,1,NA,747,45,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,7169,29.39,81800,33.89,164,415,46
2020,2549005SIVTHG14U2905,35614,NY,36047,36047055000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,575000.0,79.639,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,725000,1,1,3,5,1,NA,209,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,9,,,,3744,23.61,81800,70.3,307,316,76
2020,2549005SIVTHG14U2905,35614,NY,36081,36081041100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,1,1,2,2,2,815000.0,75.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,84,2,2,2,2,1085000,1,3,3,5,2,NA,0,<20%,3,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,1,4,45-54,9999,No,NA,2,1,6,,,,,9,,,,3873,98.79,81800,68.61,244,968,64
2020,2549005SIVTHG14U2905,35004,NY,36103,36103122406,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,3,0,2,1,32,1,2,2,2,265000.0,80.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,78,30%-<36%,1,10,1,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,6,,,,,9,,,,5363,97.18,126600,66.52,910,1387,48
2020,2549005SIVTHG14U2905,35004,NY,36059,36059518000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,395000.0,80.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,112,43,1,10,1,14,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,1,4,35-44,9999,No,NA,2,1,6,,,,,9,,,,6562,19.77,126600,111.27,1685,2394,58
2020,2549005SIVTHG14U2905,35614,NY,36047,36047067800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,32,1,2,2,2,395000.0,75.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,535000,1,1,3,5,2,NA,207,20%-<30%,1,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,1,5,1,4,35-44,9999,No,NA,2,1,6,,,,,9,,,,2392,90.09,81800,124.09,515,973,56
2020,2549005SIVTHG14U2905,35614,NY,36087,36087012300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,0,2,1,32,1,2,2,2,425000.0,64.615,3.25,NA,2,891425.0,NA,566525.0,141525.0,,360,NA,NA,2,2,2,2,655000,1,3,3,5,2,NA,747,38,1,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,6135,88.13,81800,56.17,293,1107,47
2020,2549005SIVTHG14U2905,35614,NY,36047,36047054700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,2,0,2,1,32,1,2,2,2,365000.0,48.649,3.125,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,745000,1,3,3,5,1,NA,747,<20%,9,10,2,,,,,5,,,,,1,4,2,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,5071,30.7,81800,45.48,164,324,25
2020,2549005SIVTHG14U2905,35614,NY,36047,36047053100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,485000.0,66.759,3.125,NA,2,1203730.0,NA,742130.0,177630.0,,360,NA,NA,2,2,2,2,725000,1,3,3,5,1,NA,747,40,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,8924,4.85,81800,47.2,379,643,16
2020,2549005SIVTHG14U2905,35004,NY,36059,36059518400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,2,0,2,1,32,1,2,2,2,335000.0,58.261,3.5,0.369,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,575000,1,1,3,5,1,NA,160,39,1,10,2,,,,,5,,,,,1,4,2,25,,,,8,,,,,2,4,2,5,1,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,4557,32.54,126600,166.03,1325,1444,55
2020,2549005SIVTHG14U2905,35614,NY,36087,36087012105,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,32,1,2,2,2,485000.0,58.667,3.125,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,825000,1,3,3,5,1,NA,751,40,9,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,5906,9.63,81800,47.48,257,766,21
2020,2549005SIVTHG14U2905,35004,NY,36103,36103159107,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,2,1,1,2,2,2,515000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,114,NA,9,9,1,12,,,,1,14,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,45-54,55-64,No,Yes,1,1,3,,,,,10,,,,3915,18.49,126600,95.38,1106,1216,42
2020,2549005SIVTHG14U2905,35004,NY,36059,36059304100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,3,0,2,1,32,1,2,2,2,425000.0,70.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,605000,1,1,3,5,1,NA,166,37,3,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,6,,,,,9,,,,4405,87.36,126600,72.29,770,963,63
2020,2549005SIVTHG14U2905,99999,NY,36041,36041950300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,2,2,105000.0,26.974,3.5,0.47,2,3894.05,NA,1645.0,,1591.2,360,NA,NA,2,2,2,2,385000,1,2,3,5,1,NA,168,38,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,2,,,,,10,,,,825,7.27,67200,86.26,252,1946,53
2020,2549005SIVTHG14U2905,35004,NY,36103,36103146201,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,2,0,2,2,1,1,2,2,2,395000.0,96.5,3.625,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,96,44,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,4998,85.83,126600,47.86,818,1233,51
2020,2549005SIVTHG14U2905,39100,NY,36071,36071013500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,2,665000.0,60.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1105000,1,2,3,5,1,NA,-934,<20%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,1,,,,,1,6,,,6376,23.67,100400,153.77,1732,1968,31
2020,2549005SIVTHG14U2905,35614,NY,36047,36047053100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,5,0,2,1,32,1,2,2,2,515000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,1,2,NA,1,1,3,5,1,NA,222,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,8924,4.85,81800,47.2,379,643,16
2020,2549005SIVTHG14U2905,35614,NY,36047,36047025901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,32,1,2,2,2,785000.0,53.375,3.625,NA,2,23057.58,NA,17283.77,489.77,28.08,360,NA,NA,2,2,2,2,1485000,1,3,3,5,3,NA,71,47,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,1914,76.91,81800,59.76,109,317,76
2020,2549005SIVTHG14U2905,35004,NY,36059,36059302200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Sex Not Available,3,0,2,1,32,1,2,2,2,705000.0,86.42,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,815000,1,1,3,5,1,NA,203,37,3,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,3,5,2,4,45-54,9999,No,NA,2,1,6,,,,,9,,,,4335,47.77,126600,89.49,994,1299,61
2020,2549005SIVTHG14U2905,35614,NY,36005,36005023200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,1,1,2,2,2,585000.0,80.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,735000,1,3,3,5,3,NA,0,<20%,1,10,2,,,,,5,,,,,2,4,27,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,9,,,,2704,77.14,81800,74.17,244,601,76
2020,2549005SIVTHG14U2905,35614,NY,36087,36087012102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,2,2,515000.0,61.717,4.0,NA,2,7573.93,NA,3588.11,3588.11,,360,NA,NA,2,2,2,2,825000,1,3,3,5,1,NA,108,48,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,2,1,1,,,,,10,,,,8712,5.85,81800,36.17,342,1107,17
2020,2549005SIVTHG14U2905,35614,NY,36087,36087012105,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,2,2,515000.0,61.867,4.0,NA,2,9423.91,NA,3588.11,3588.11,,360,NA,NA,2,2,2,2,825000,1,3,3,5,1,NA,108,48,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,2,1,1,,,,,10,,,,5906,9.63,81800,47.48,257,766,21
2020,2549005SIVTHG14U2905,35614,NY,36085,36085025100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,2,0,2,2,32,1,2,2,2,155000.0,20.0,3.25,1.095,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,755000,1,1,3,5,1,NA,37,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,2,1,6,,,,,10,,,,5879,16.64,81800,149.05,1766,2132,50
2020,2549005SIVTHG14U2905,35614,NY,36085,36085025100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,2,32,1,2,2,2,155000.0,20.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,755000,1,1,3,5,1,NA,32,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,2,1,6,,,,,1,,,,5879,16.64,81800,149.05,1766,2132,50
2020,2549005SIVTHG14U2905,99999,NY,36105,36105951200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,31,1,2,2,2,155000.0,73.821,3.25,0.868,2,3910.38,NA,1495.0,,,180,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,83,40,2,10,2,,,,,5,,,,,2,4,2,25,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,7749,14.03,67200,125.13,1997,3132,37
